time , step-size , {pt}.pt.leaveStationA , {pt}.pt.leaveStationB , {pt}.pt.leaveStationC , {pt}.pt.p_ID , {pt}.pt.speedA , {pt}.pt.speedB , {pt}.pt.speedC , {pt}.pt.w_in1 , {pt}.pt.w_in2 , {pt}.pt.w_in3 , {ts}.testStation.t_out , {ts}.testStation.t_status , {ts}.testStation.testResult , {w1}.wagon1.pos , {w1}.wagon2.pos , {w1}.wagon3.pos , {w}.warehouse.r_ID , {w}.warehouse.r_in1 , {w}.warehouse.r_in2 , {w}.warehouse.w_out
935.0 , 5.0 , false , false , false , 4 , 1 , 1 , 1 , 3 , 5 , 7 , 0 , 0 , true , 55 , 49 , 46 , 0 , 0 , 0 , 4
940.0 , 5.0 , false , false , false , 4 , 1 , 1 , 1 , 3 , 5 , 7 , 0 , 0 , true , 55 , 49 , 46 , 0 , 0 , 0 , 4
945.0 , 5.0 , false , false , false , 4 , 1 , 1 , 1 , 3 , 5 , 7 , 0 , 0 , true , 56 , 50 , 47 , 0 , 0 , 0 , 4
950.0 , 5.0 , false , false , false , 4 , 1 , 1 , 1 , 3 , 5 , 7 , 0 , 0 , true , 56 , 50 , 47 , 0 , 0 , 0 , 4
955.0 , 5.0 , false , false , false , 4 , 1 , 1 , 1 , 3 , 5 , 7 , 0 , 0 , true , 57 , 51 , 48 , 0 , 0 , 0 , 4
960.0 , 5.0 , false , false , false , 4 , 1 , 1 , 1 , 3 , 5 , 7 , 0 , 0 , true , 57 , 51 , 48 , 0 , 0 , 0 , 4
965.0 , 5.0 , false , false , false , 4 , 1 , 1 , 1 , 3 , 5 , 7 , 0 , 0 , true , 58 , 52 , 49 , 0 , 0 , 0 , 4
970.0 , 5.0 , false , false , false , 4 , 1 , 1 , 1 , 3 , 5 , 7 , 0 , 0 , true , 58 , 52 , 49 , 0 , 0 , 0 , 4
975.0 , 5.0 , false , false , false , 4 , 1 , 1 , 1 , 3 , 5 , 7 , 0 , 0 , true , 59 , 53 , 50 , 0 , 0 , 0 , 4
980.0 , 5.0 , false , false , false , 4 , 1 , 1 , 1 , 3 , 5 , 7 , 0 , 0 , true , 59 , 53 , 50 , 0 , 0 , 0 , 4
985.0 , 5.0 , false , false , false , 4 , 1 , 1 , 1 , 3 , 5 , 7 , 0 , 0 , true , 60 , 54 , 51 , 0 , 0 , 0 , 4
990.0 , 5.0 , false , false , false , 4 , 1 , 1 , 1 , 3 , 5 , 7 , 0 , 0 , true , 60 , 54 , 51 , 0 , 0 , 0 , 4
995.0 , 5.0 , false , false , false , 4 , 1 , 1 , 1 , 3 , 5 , 7 , 0 , 0 , true , 61 , 55 , 52 , 0 , 0 , 0 , 4
