time,step-size,{HMI}.HMIInstance.h_command,{PT}.PTInstance.ack_END_USER,{PT}.PTInstance.ack_TEST_STATION,{PT}.PTInstance.ack_WAGON,{PT}.PTInstance.ack_WAITING_ROOM,{PT}.PTInstance.ack_WAREHOUSE,{PT}.PTInstance.commandAck,{PT}.PTInstance.leaveStationA,{PT}.PTInstance.p_ID,{PT}.PTInstance.speedA,{PT}.PTInstance.t_ID,{PT}.PTInstance.t_valid,{PT}.PTInstance.w_in1,{PT}.PTInstance.w_in2,{PT}.PTInstance.w_in3,{PT}.PTInstance.w_valid,{PT}.PTInstance.wagonPositions,{ROBOT}.ROBOTInstance.r_out,{TEST}.TESTInstance.t_out,{TEST}.TESTInstance.t_status,{TEST}.TESTInstance.testResult,{WAG}.WAGInstance.pos,{WH}.WHInstance.r_ID,{WH}.WHInstance.r_in1,{WH}.WHInstance.r_in2,{WH}.WHInstance.w_out
0.0,0.0,0,0,0,0,0,0,0,false,0,1,0,false,0,0,0,false,0,0,0,0,true,0,0,0,0,0
3.0,3.0,87234,0,0,0,0,0,0,false,0,1,0,false,0,0,0,false,1024,0,0,0,true,1,0,0,0,0
6.0,3.0,87234,0,0,0,0,1,81921,false,1,1,0,false,2,4,6,true,1049600,0,0,0,true,1,0,0,0,0
9.0,3.0,149802,0,0,0,0,1,81921,false,1,1,0,false,2,4,6,true,1049600,0,0,0,true,1,6,1,11,0
12.0,3.0,149802,0,0,0,0,1,147457,false,1,1,0,false,2,4,6,true,1049600,1,0,0,true,2,6,1,11,0
15.0,3.0,215685,0,0,0,0,1,147457,false,1,1,0,false,2,4,6,true,2098176,1,0,0,true,2,6,1,11,0
18.0,3.0,215685,0,0,0,0,1,212993,false,1,1,0,false,2,4,6,true,2098176,0,0,0,true,2,6,1,11,0
21.0,3.0,248453,0,0,0,0,1,212993,false,1,1,0,false,2,4,6,true,2098176,0,0,0,true,3,12,2,12,0
24.0,3.0,248453,0,0,0,0,1,245761,false,1,1,0,false,2,4,6,true,3146752,1,0,0,true,3,13,2,12,0
27.0,3.0,248453,0,0,0,0,1,245761,false,1,1,0,false,2,4,6,true,3146752,1,0,0,true,3,13,2,12,0
30.0,3.0,248453,0,0,0,0,1,245761,false,1,1,0,false,2,4,6,true,3146752,1,0,0,true,3,13,2,12,0
33.0,3.0,248453,0,0,0,0,1,245761,false,1,1,0,false,2,4,6,true,3146752,1,0,0,true,4,13,2,12,0
36.0,3.0,248453,0,0,0,0,1,245761,false,1,1,0,false,2,4,6,true,4195328,1,0,0,true,4,13,2,12,0
