time,step-size,{HMI}.HMIInstance.h_command,{PT}.PTInstance.ack_END_USER,{PT}.PTInstance.ack_TEST_STATION,{PT}.PTInstance.ack_WAGON,{PT}.PTInstance.ack_WAITING_ROOM,{PT}.PTInstance.ack_WAREHOUSE,{PT}.PTInstance.commandAck,{PT}.PTInstance.leaveStationA,{PT}.PTInstance.p_ID,{PT}.PTInstance.speedA,{PT}.PTInstance.t_ID,{PT}.PTInstance.t_valid,{PT}.PTInstance.w_in1,{PT}.PTInstance.w_in2,{PT}.PTInstance.w_in3,{PT}.PTInstance.w_valid,{PT}.PTInstance.wagonPositions,{ROBOT}.ROBOTInstance.r_out,{TEST}.TESTInstance.t_out,{TEST}.TESTInstance.t_status,{TEST}.TESTInstance.testResult,{WAG}.WAGInstance.pos,{WH}.WHInstance.r_ID,{WH}.WHInstance.r_in1,{WH}.WHInstance.r_in2,{WH}.WHInstance.w_out
0.0,0.0,0,0,0,0,0,0,0,false,0,1,0,false,0,0,0,false,0,0,0,0,true,0,0,0,0,0
4.0,4.0,81932,0,0,0,0,0,0,false,0,1,0,false,0,0,0,false,1024,0,0,0,true,1,0,0,0,0
8.0,4.0,81932,0,0,0,0,1,81921,false,1,1,0,false,0,0,0,true,1049600,0,0,0,true,1,0,0,0,0
12.0,4.0,149802,0,0,0,0,1,81921,false,1,1,0,false,0,0,0,true,1049600,0,0,0,true,2,7,1,11,0
16.0,4.0,149802,0,0,0,0,1,147457,false,1,1,0,false,0,0,0,true,2098176,1,0,0,true,2,9,1,11,0
20.0,4.0,215685,0,0,0,0,1,147457,false,1,1,0,false,0,0,0,true,2098176,1,0,0,true,2,9,1,11,0
24.0,4.0,215685,0,0,0,0,1,212993,false,1,1,0,false,0,0,0,true,2098176,1,0,0,true,3,9,1,11,0
28.0,4.0,248453,0,0,0,0,1,212993,false,1,1,0,false,0,0,0,true,3146752,0,0,0,true,3,9,1,11,0
32.0,4.0,248453,0,0,0,0,1,245761,false,1,1,0,false,0,0,0,true,3146752,0,0,0,true,4,17,1,11,0
36.0,4.0,248453,0,0,0,0,1,245761,false,1,1,0,false,0,0,0,true,4195328,1,0,0,true,4,19,1,11,0
40.0,4.0,248453,0,0,0,0,1,245761,false,1,1,0,false,0,0,0,true,4195328,1,0,0,true,4,19,1,11,0
44.0,4.0,248453,0,0,0,0,1,245761,false,1,1,0,false,0,0,0,true,4195328,1,0,0,true,5,19,1,11,0
48.0,4.0,248453,0,0,0,0,1,245761,false,1,1,0,false,0,0,0,true,5243904,0,0,0,true,5,19,1,11,0
52.0,4.0,248453,0,0,0,0,1,245761,false,1,1,0,false,0,0,0,true,5243904,0,0,0,true,6,26,1,11,0
56.0,4.0,248453,0,0,0,0,1,245761,false,1,1,0,false,0,0,0,true,6292480,1,0,0,true,6,29,2,12,0
60.0,4.0,248453,0,0,0,0,1,245761,false,1,1,0,false,0,0,0,true,6292480,1,0,0,true,6,29,2,12,0
64.0,4.0,248453,0,0,0,0,1,245761,false,1,1,0,false,0,0,0,true,6292480,1,0,0,true,7,29,2,12,0
68.0,4.0,248453,0,0,0,0,1,245761,false,1,1,0,false,0,0,0,true,7341056,0,0,0,true,7,29,2,12,0
72.0,4.0,248453,0,0,0,0,1,245761,false,1,1,0,false,0,0,0,true,7341056,0,0,0,true,8,37,2,12,0
76.0,4.0,248453,0,0,0,0,1,245761,false,1,1,0,false,0,0,0,true,8389632,1,0,0,true,8,39,2,12,0
80.0,4.0,248453,0,0,0,0,1,245761,false,1,1,0,false,0,0,0,true,8389632,0,0,0,true,8,39,2,12,0
84.0,4.0,248453,0,0,0,0,1,245761,false,1,1,0,false,0,0,0,true,8389632,1,0,0,true,9,43,2,12,0
88.0,4.0,248453,0,0,0,0,1,245761,false,1,1,0,false,0,0,0,true,9438208,0,0,0,true,9,43,2,12,0
92.0,4.0,199301,0,0,0,0,1,245761,false,1,1,0,false,0,0,0,true,9438208,1,0,0,true,10,47,2,12,0
96.0,4.0,199301,0,0,0,0,1,196615,false,1,1,0,false,0,0,0,true,10486784,0,0,0,true,10,47,2,12,0
